id_voo,cia_aerea,matricula_aeronave,modelo_aeronave,capacidade,origem_code,origem_cidade,origem_uf,destino_code,destino_cidade,destino_uf,data_partida_prevista,atraso_minutos,cancelado,motivo_atraso,condicao_climatica,passageiros_embarcados
8a584dd5-a46a-4129-817f-9d9b9ebbcbd4,LATAM,PT-EUG,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-08-22 21:15:06,0,False,Pontual,Sol,158
a5663002-df1f-4cf7-b60f-fa450d4ebed5,AZUL,PT-TYB,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-06-27 02:27:02,0,False,Pontual,Sol,170
419604e4-8267-4d7a-89da-a7a4bf9fb85c,AZUL,PT-RTO,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-01 07:38:06,0,False,Pontual,Chuva,160
e2efae55-16b3-4215-ad5a-4f20eaad0d18,LATAM,PT-FFZ,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-03-22 12:36:21,100,False,Clima,Tempestade,177
beabc810-6d09-4991-a418-8021f16b89ce,GOL,PT-BFK,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-02-17 17:28:10,0,False,Pontual,Chuva,154
1e1f1373-9b1a-4209-af6c-237b27199ff0,GOL,PT-MYM,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-01-16 17:18:24,174,False,Clima,Tempestade,120
3f7d4901-e369-4764-ac77-0d926e4848ce,LATAM,PT-NCL,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-10-07 18:31:00,0,False,Pontual,Sol,134
53a93fb0-0945-455e-bd31-e16d6f0573c8,AZUL,PT-HYB,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-09-09 01:57:13,0,False,Pontual,Sol,149
4545cf33-5676-4188-9ca2-604e33ed5cfa,GOL,PT-ZFP,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-09-19 01:39:09,0,False,Pontual,Sol,173
8b3e75d0-7888-4b73-8248-797b5426c657,AZUL,PT-CKD,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-03-15 03:18:02,0,False,Pontual,Sol,147
312544d7-8eba-493a-beb5-641b644b2eeb,AZUL,PT-JDY,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-03-23 04:49:44,122,False,Clima,Tempestade,116
8a81fbaf-1d4f-41db-9045-5c9667792cbc,AZUL,PT-QPA,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-03-14 17:16:56,0,False,Pontual,Sol,168
e9ca7ed9-878b-4ad6-b97b-1d3a716b0af8,GOL,PT-CXR,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-04-06 16:31:57,0,False,Pontual,Sol,116
41f77af7-6e9f-4288-850b-360ec762112c,AZUL,PT-IWB,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-10-28 20:41:05,0,False,Pontual,Sol,166
6dcc42fa-aa9b-4a23-88bf-e3d029cdaa33,LATAM,PT-NRV,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-10-27 15:10:08,0,False,Pontual,Sol,125
865de67f-cc6f-413e-bba5-c2a75ec2bdba,GOL,PT-QGP,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-08-18 03:44:57,0,False,Pontual,Sol,163
739a7a16-3202-49e5-a38f-6b05750e109f,GOL,PT-VJJ,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-07-29 11:06:20,0,False,Pontual,Sol,110
42dc1945-eac8-468b-8a46-73f00f9049dc,LATAM,PT-SOZ,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-06-20 01:48:05,0,False,Pontual,Chuva,162
f224ac59-ecc7-45e5-b362-62608161c573,LATAM,PT-DRF,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-10-02 05:36:38,60,False,Clima,Tempestade,111
9b943df2-0cd7-4d2b-a3bd-afd27fb98005,LATAM,PT-TYP,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-08-28 07:29:57,0,False,Pontual,Sol,113
34164c8c-1c4b-45cd-9a9b-549e297fff5d,LATAM,PT-JMP,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2024-12-23 11:50:29,0,False,Pontual,Chuva,164
553968b2-f415-4a17-9d84-d202822465c4,LATAM,PT-KWE,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-11-22 00:00:26,0,False,Pontual,Sol,144
e80e8368-c1e2-4230-9a4f-f06807a53f98,LATAM,PT-EXJ,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-07-20 13:51:36,0,False,Pontual,Sol,168
daf8a134-59a3-4cb4-8a13-817d4126cb5c,LATAM,PT-EYM,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-04-06 14:25:49,0,False,Pontual,Sol,152
42afc52d-57a1-4236-8695-5df2b263763f,GOL,PT-MYA,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-07-04 09:34:20,0,False,Pontual,Sol,173
c8f701a8-1205-4301-840b-4f6a6f7f118e,AZUL,PT-HDI,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-03 18:19:26,0,False,Pontual,Sol,125
bcb739da-d76b-4b19-9249-95a10eb10952,LATAM,PT-SSQ,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-03-01 20:14:48,0,False,Pontual,Sol,122
3113bbb6-fa1a-46b3-bed5-a9c78a921147,GOL,PT-TWW,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-09-04 13:20:19,0,False,Pontual,Sol,119
cf57a437-d0d9-446b-8388-d53f18d9409d,AZUL,PT-PXV,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-06-11 00:27:15,0,False,Pontual,Sol,148
58cb5089-9df6-4744-9ba8-52a68e8a9a78,GOL,PT-VLO,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-08-21 22:04:22,129,False,Clima,Tempestade,103
e52a734f-ac1f-44ba-bc2d-1803800e1dad,AZUL,PT-UNH,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2024-12-24 02:42:24,0,False,Pontual,Sol,150
caf9d327-17ee-4214-8452-631f0696ebba,AZUL,PT-HGE,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-10-09 16:29:11,0,False,Pontual,Sol,146
8eee853d-24bc-4d6e-ac62-79958bd9f0e7,LATAM,PT-UIY,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-08-11 16:55:05,0,False,Pontual,Chuva,110
b470c178-9b39-4d0f-9da8-2ab28b930f4e,AZUL,PT-IFS,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-02 20:51:56,0,False,Pontual,Chuva,111
c12a0d35-736a-4a62-96d0-c07633713926,LATAM,PT-HDS,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-07-09 03:32:05,34,True,Clima,Tempestade,125
2fe9fdb3-18a3-49f9-8ed9-802a9d06e33d,GOL,PT-LID,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-04-06 03:05:22,0,False,Pontual,Sol,159
2d3c334c-f0ca-45bb-84ff-51b12fa250b4,GOL,PT-NGA,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-06-24 01:16:38,0,False,Pontual,Sol,179
46d5a946-8ca1-49b5-9e2e-d3eaad09e8d4,AZUL,PT-KVD,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-08-02 14:42:39,0,False,Pontual,Sol,122
2df249e2-ce5b-4cd5-bc9e-08c744e2631f,GOL,PT-JVP,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2024-12-21 17:31:04,0,False,Pontual,Sol,107
80ef2323-cc82-43f8-9a1f-f4690bba0045,LATAM,PT-NJD,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-09-20 09:21:43,0,False,Pontual,Sol,117
69e3dc13-3abc-42ca-9846-8e02a9f8174b,LATAM,PT-YCM,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-01-23 11:44:04,0,False,Pontual,Sol,109
8ec41241-1451-49f1-a30d-b890d339c5e2,AZUL,PT-RGX,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-08-26 04:00:01,0,False,Pontual,Sol,138
7f805662-5bc8-4ca2-824d-bd6f20dfdcc6,GOL,PT-DII,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-07-10 12:46:05,0,False,Pontual,Sol,177
dbdd7ccb-af92-41fa-b29f-83a515e37845,LATAM,PT-URB,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-02-09 19:54:18,0,False,Pontual,Sol,171
c42467ee-8ca6-4b30-a129-505a1faf869b,AZUL,PT-MVP,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-04-12 09:26:17,0,False,Pontual,Chuva,104
42d35f72-b8d8-4f81-b025-bfd65b033b97,LATAM,PT-FXY,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-11-29 17:48:38,0,False,Pontual,Sol,124
653adc7c-2965-443f-8121-0ac410d0f769,GOL,PT-ZFB,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-05-20 10:44:36,149,False,Clima,Tempestade,129
da51bfab-fbee-4fdd-9c22-7e411ea05cd7,LATAM,PT-CXD,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-12-01 16:30:46,0,False,Pontual,Sol,179
80b640da-3d4d-47ed-97da-c637b094a38e,GOL,PT-OVN,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-03-24 12:34:12,0,False,Pontual,Sol,180
ccd3706e-19f0-46f3-8e59-de87294cc214,LATAM,PT-DWL,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-06-13 23:03:07,0,False,Pontual,Sol,126
ad018687-daf7-4595-aed9-52a84327e0fe,AZUL,PT-BHG,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-06-03 07:18:17,0,False,Pontual,Chuva,147
4e505fc2-f8f4-468f-8f61-83d2f2144cc7,GOL,PT-VNV,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2024-12-20 23:46:48,0,False,Pontual,Sol,105
2fb37b35-84bf-444c-8824-8aa31dbc8ccc,LATAM,PT-HDQ,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-31 07:29:01,0,False,Pontual,Sol,117
ce6d3119-ba92-4cba-b6a9-062bf72acfe2,AZUL,PT-CGY,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-10-21 08:32:32,0,False,Pontual,Sol,138
d8de1f59-384f-429e-b980-0341ce79037a,AZUL,PT-IRL,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-11-18 09:55:53,0,False,Pontual,Sol,170
25c0da70-6c33-4110-8920-95c1ac8cbd87,GOL,PT-TED,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-02-14 15:12:18,0,False,Pontual,Sol,126
a8fc5dd4-f406-4c3c-a846-d87054570049,AZUL,PT-LPI,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-06-01 07:32:33,113,False,Clima,Tempestade,166
e69ff920-5bd2-4936-9756-16a3a2a94457,GOL,PT-COJ,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-07-29 19:24:14,0,False,Pontual,Sol,171
390b30be-e048-4d4e-a188-0e5cf881dbd3,AZUL,PT-GSG,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-01-21 00:18:41,0,False,Pontual,Sol,176
c1191b86-1faa-4aa0-a1f9-3ae03782ae3e,LATAM,PT-BIG,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-01-31 04:39:15,0,False,Pontual,Sol,159
c0f93f78-919a-434d-b33f-4902b4bed46e,AZUL,PT-HBH,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-03-23 03:56:14,0,False,Pontual,Sol,105
79dbf5b7-cb21-4e20-863f-131ede1f19d7,AZUL,PT-SSR,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-10-13 08:31:13,0,False,Pontual,Sol,111
85d9ce2e-95cc-4458-aba6-0e3edbdf2560,LATAM,PT-JIV,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-10-27 06:23:52,0,False,Pontual,Sol,134
ab681d9b-c013-4246-abf8-71c5f15f87c9,GOL,PT-BQP,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-11-19 12:44:18,0,False,Pontual,Sol,163
be7dfe9a-ce57-4d2c-8f63-d4e7a9b3f3f6,GOL,PT-WVA,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2024-12-09 04:24:04,0,False,Pontual,Sol,134
f473435e-f650-4cee-9422-a52f1d3930d2,AZUL,PT-CLZ,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-03-25 20:37:55,0,False,Pontual,Sol,174
f9d87f61-9351-4780-8f37-a57802757931,AZUL,PT-YYD,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-06 08:05:29,0,False,Pontual,Sol,110
5a70ac7d-2f21-4dee-9899-dff7282d53c1,AZUL,PT-NQG,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-09-11 02:11:14,0,False,Pontual,Sol,146
92766ebd-917a-4ca5-8e73-f64b377f3a71,AZUL,PT-GMQ,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-07-14 06:57:18,0,False,Pontual,Chuva,108
706a7f91-cd19-4b80-8804-29ab29107da0,GOL,PT-KPY,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-03-30 13:30:42,0,False,Pontual,Sol,126
39eaba5f-bfbe-4555-bbcf-8a777fdf593e,LATAM,PT-QMO,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-14 01:47:54,0,False,Pontual,Chuva,177
42d7a795-0782-41ec-8c96-8e2bd9f284d8,GOL,PT-KLT,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-05-26 20:34:38,0,False,Pontual,Sol,165
8db7b8a2-6e4e-4c3c-9e2d-9d4772743fee,LATAM,PT-KAG,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-05-27 08:48:19,0,False,Pontual,Sol,161
a2a4178a-68d2-4540-9ff7-9583fa814267,AZUL,PT-KYC,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2024-12-25 23:48:10,0,False,Pontual,Chuva,139
1e2aaed5-be3d-4e25-b6a9-4a0c5ecce124,GOL,PT-MHM,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-08-03 21:30:34,0,False,Pontual,Sol,170
142c98a5-5f97-4025-a076-9934f06f85df,AZUL,PT-BWP,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-04-13 04:36:09,0,False,Pontual,Sol,149
463a492b-3918-426c-ba83-dbf2d25216cd,AZUL,PT-EXW,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-10-19 22:23:27,0,False,Pontual,Sol,138
4ffe0e0a-8508-46ec-a623-d1223d60af27,LATAM,PT-DZI,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-09 11:46:05,0,False,Pontual,Sol,110
75d4b294-3345-4661-a91d-e44b1b9a058d,GOL,PT-TFF,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-09-05 01:09:34,0,False,Pontual,Sol,119
04a53a5a-9008-4850-b282-2b953aded828,GOL,PT-KTP,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-09-08 11:57:09,0,False,Pontual,Sol,135
