id_voo,cia_aerea,matricula_aeronave,modelo_aeronave,capacidade,origem_code,origem_cidade,origem_uf,destino_code,destino_cidade,destino_uf,data_partida_prevista,atraso_minutos,cancelado,motivo_atraso,condicao_climatica,passageiros_embarcados
0f284423-0191-4aa4-939f-995ee9ada77b,LATAM,PT-OSJ,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-03-31 05:50:36,0,False,Pontual,Sol,115
ec3cad20-e456-47d1-bcf4-ef3056fde2fd,GOL,PT-DWK,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2024-12-12 08:52:34,0,False,Pontual,Sol,131
96c87787-4008-4526-a748-5f57c7d920b5,AZUL,PT-NGN,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-12-04 06:12:49,0,False,Pontual,Sol,114
ea761011-9672-4393-82fd-19e64db216ad,AZUL,PT-KAE,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-02-27 22:31:53,0,False,Pontual,Sol,171
e2bd2903-65b0-4ae6-9eda-cb0eed072276,GOL,PT-VYD,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-03-19 16:54:14,0,False,Pontual,Sol,148
c2f6e98c-527a-4547-91d1-a0ad2e42df02,LATAM,PT-SOL,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-02-27 12:41:23,0,False,Pontual,Sol,170
268afe2a-4fb2-426f-b70a-9f2e7dae44bf,AZUL,PT-USJ,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-07-11 13:49:33,0,False,Pontual,Sol,120
dca04fc8-1031-469c-af24-8de59db0efed,AZUL,PT-MFN,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-08-19 03:25:31,138,False,Clima,Tempestade,138
69d0bc81-ae4b-4c38-872f-9d4894e952a4,LATAM,PT-TZI,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-11-21 17:35:39,0,False,Pontual,Sol,126
53836125-46f1-4101-983c-0505e5805cdf,LATAM,PT-BZD,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-08-12 06:51:49,0,False,Pontual,Chuva,144
2169910f-8cc8-4043-a2fe-e297151bdcf9,LATAM,PT-VWS,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-08-19 17:13:24,146,False,Clima,Tempestade,118
4e4eceff-adf9-4e77-b96f-3e9304795b4f,GOL,PT-KEG,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-08-25 10:51:49,0,False,Pontual,Sol,123
4dc6615b-3c82-4b71-ae7b-68c3282278d9,GOL,PT-UKT,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-07-21 19:38:05,0,False,Pontual,Sol,126
ac2b9c5d-deec-4d5d-bc76-fbc19f243296,LATAM,PT-RMP,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-25 05:39:53,0,False,Pontual,Sol,174
6830f6e0-7ee1-4d59-8743-da204ca473cc,AZUL,PT-LEB,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-05-12 22:23:05,0,False,Pontual,Sol,137
e844e3ac-470d-4c7b-9597-6ca1ed71100b,LATAM,PT-KXW,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-10-26 09:49:38,0,False,Pontual,Chuva,175
e01878f4-0ec9-4eda-aa50-b68278bb5c25,LATAM,PT-FXK,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-03-21 13:15:24,130,False,Clima,Tempestade,112
76099a57-641c-49b0-a986-5c1d01af0838,LATAM,PT-BLJ,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-09-20 11:15:13,0,False,Pontual,Sol,173
6b11376a-6d39-4102-a288-3131d5a57ad0,GOL,PT-BMS,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-04-13 00:39:35,199,False,Clima,Tempestade,170
ded8f627-737f-4331-90b7-2abc842c4457,AZUL,PT-CIV,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-08-13 02:31:47,0,False,Pontual,Sol,120
e64d7cff-5460-4c6b-bb41-242582b8bf2b,GOL,PT-PPI,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-03-26 15:43:13,0,False,Pontual,Sol,143
031e9503-f53b-4256-a6f1-ecafbe13f536,GOL,PT-CDR,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-03-03 11:16:33,0,False,Pontual,Sol,162
0ae1242e-0118-45fc-823d-04cfbc16e225,GOL,PT-UMW,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2024-12-11 14:12:42,0,False,Pontual,Sol,125
c43be4cb-deb8-4e31-97c6-a3a23f6c3376,GOL,PT-FJA,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-01-14 08:34:41,0,False,Pontual,Sol,121
fefb90ab-965d-4fb2-84ba-3f0ff5ec7d8f,LATAM,PT-JBE,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-10-24 15:19:32,0,False,Pontual,Chuva,141
0190ad2d-55b5-4bf8-8443-4f31741330dc,AZUL,PT-UZE,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-03-13 00:44:59,0,False,Pontual,Sol,166
4398113c-8dee-4e89-bf34-f3b67ffc6404,GOL,PT-TLS,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-01-12 09:31:49,0,False,Pontual,Sol,127
af4c1042-b67c-47ac-8c8b-212d9d478def,AZUL,PT-WIT,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-07-29 11:12:55,0,False,Pontual,Sol,153
65d11ae4-cc2b-4baa-9556-24ea12b97f5d,AZUL,PT-UPE,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-08-22 10:17:09,0,False,Pontual,Chuva,109
fe5502c7-ad25-4f8f-a27b-687509ce39f1,GOL,PT-LAH,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-04-13 17:46:14,0,False,Pontual,Sol,124
3a44b1cd-e1cc-405c-87df-45ea953af31a,LATAM,PT-JSN,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-03-31 18:13:20,0,False,Pontual,Chuva,171
6c8db2d9-199e-4641-98d7-1cc3577b2586,AZUL,PT-EOQ,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-01-14 15:57:24,0,False,Pontual,Chuva,180
66c89af8-92d5-4d78-845b-72b879f435d1,AZUL,PT-EMA,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-10-15 03:22:33,0,False,Pontual,Sol,105
71b51d60-b58b-4768-8325-db17d28cc3c1,LATAM,PT-KSG,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-10-29 16:00:42,0,False,Pontual,Sol,156
afcb59f8-bc39-4d3e-8d1d-8df9ead4ced8,LATAM,PT-MVG,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-09-12 21:10:51,0,False,Pontual,Sol,131
1f9002cc-f402-4794-b1af-5bb59c8078bc,LATAM,PT-LMK,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-05-13 14:49:53,0,False,Pontual,Sol,116
b7060b4c-75a7-44c1-8c53-6cf3106d7f0b,GOL,PT-XQS,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-28 16:14:13,0,False,Pontual,Chuva,179
b191f924-b6d4-409b-bec5-a6020958d57c,GOL,PT-ABD,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-04-20 00:34:55,0,False,Pontual,Sol,111
a145accf-8e41-4c27-b9a3-653e892e4cd6,AZUL,PT-NNK,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-05-18 22:58:21,181,True,Clima,Tempestade,113
9c323942-50a4-4b41-bbe1-42e5e24292b9,AZUL,PT-FPS,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-02-19 13:05:57,0,False,Pontual,Sol,159
02da5292-9a1c-4308-97bf-434a0b13f0d0,GOL,PT-UDX,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-06-13 01:43:05,0,False,Pontual,Sol,153
9dc6d094-f084-4595-af0e-b892d5e083d8,GOL,PT-TXR,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-02-21 03:16:20,0,False,Pontual,Sol,131
c6b7af1d-4a85-4ea1-863b-0f8264e4caae,AZUL,PT-RMX,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-04-10 12:04:55,0,False,Pontual,Sol,178
d4a83087-3cfa-4df0-914a-747262e80ac0,LATAM,PT-FVL,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-02-02 08:11:50,0,False,Pontual,Sol,173
3141ad64-dad3-4ab7-ab9b-09ab4cb56e63,LATAM,PT-DHI,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2024-12-09 09:48:26,0,False,Pontual,Sol,140
fe433809-4762-4b17-9c3a-d1b85a9ae633,AZUL,PT-MHL,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-02-14 11:33:07,0,False,Pontual,Chuva,123
33919994-19ea-4a32-8ea2-1ef6e3068ec0,AZUL,PT-HPK,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-03-28 17:21:40,173,True,Clima,Tempestade,109
fa180605-8433-4822-af76-9f4795012d4f,GOL,PT-LGS,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-06-27 16:42:55,0,False,Pontual,Chuva,111
5bac844b-26ee-4f65-9766-93fa05459033,LATAM,PT-MLF,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-06-21 02:22:04,0,False,Pontual,Sol,130
1b663a48-9cbd-4cb5-9519-88599daaf577,GOL,PT-JAK,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-03-29 18:45:08,0,False,Pontual,Sol,123
1a426ec5-ba85-454e-9b4a-da981d648070,AZUL,PT-PTF,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-09-07 19:30:52,98,False,Clima,Tempestade,119
363758e4-5459-4f89-8536-03d6b6a1409b,AZUL,PT-IPT,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-06-05 22:32:03,0,False,Pontual,Chuva,107
6948bf5e-aaf3-497c-a8fd-1458db8af47f,GOL,PT-KVA,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-14 17:39:42,0,False,Pontual,Sol,127
fda8bf7b-9faa-40e3-881d-2dd4ec9a5595,GOL,PT-QPI,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-04-08 21:58:19,0,False,Pontual,Sol,122
3a4770ac-b24e-41c7-afd8-4b2bcfad829b,GOL,PT-FBL,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-09-10 16:35:56,0,False,Pontual,Chuva,105
5b913045-aa19-46f1-8dad-1e055f0f66cc,GOL,PT-BQY,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-03-20 03:50:00,0,False,Pontual,Sol,169
369def0c-45d6-4e9d-abce-80a2c7abd082,LATAM,PT-UDK,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-02-22 12:19:41,180,False,Clima,Tempestade,174
76efd64c-2475-4db2-85b9-3c1aba027b49,AZUL,PT-VYF,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-04-08 23:40:18,0,False,Pontual,Sol,165
1c383028-11aa-4ecc-befa-68c40418c917,LATAM,PT-JJP,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-01-15 20:07:15,0,False,Pontual,Sol,139
a9b6d73e-53f3-4fcb-93a3-e13488c47c76,AZUL,PT-UZK,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-10-20 18:38:09,0,False,Pontual,Sol,161
2d7d50b8-c37e-4d68-b9ab-30cd25d52a26,AZUL,PT-SRU,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-11-08 21:45:50,0,False,Pontual,Sol,168
133f8a1f-6a49-4559-90b0-7137f693d23c,LATAM,PT-FGB,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-09-07 11:38:25,0,False,Pontual,Sol,174
d4340635-7593-4f78-bf4d-35d5f231c4dc,AZUL,PT-UZA,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-09-06 01:01:56,0,False,Pontual,Sol,134
ee11ff8e-a93e-4c18-b798-444f7f83185d,AZUL,PT-HVO,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-28 13:22:41,0,False,Pontual,Sol,153
f8791e38-aac3-4595-9fa8-3cc2c5536e75,AZUL,PT-OZR,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-15 20:02:36,0,False,Pontual,Sol,152
746a4a6e-9167-4a8b-a856-989d516a1462,GOL,PT-HLC,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-07-17 18:34:40,0,False,Pontual,Chuva,122
e57ad033-2d1e-44b9-8809-6f5b61a3b142,GOL,PT-JOD,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-02-04 23:04:02,0,False,Pontual,Sol,180
956e1f50-8988-4878-866b-223300bfa581,GOL,PT-CQO,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-03-29 19:31:37,0,False,Pontual,Sol,145
5c7c4228-8191-444e-9ed2-d34bfad00427,LATAM,PT-POV,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-07-14 07:33:52,0,False,Pontual,Sol,155
08a56b73-a3ee-4461-992f-0301bbb72090,AZUL,PT-GUU,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-03-21 13:42:01,0,False,Pontual,Sol,172
6d927904-bf26-467f-be3d-2877804de53d,LATAM,PT-CMW,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2024-12-21 07:23:14,0,False,Pontual,Sol,175
30de8d91-0599-4f98-a41c-c67d04709768,GOL,PT-HKP,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-10-25 08:21:31,34,False,Clima,Tempestade,131
6039e77f-f8f4-4017-b241-5c2971cf43a5,LATAM,PT-DEX,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-03-07 22:29:23,0,False,Pontual,Chuva,119
6237a732-4790-4dbb-8ff8-d1e52d19c627,GOL,PT-MMB,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-02-25 09:29:51,0,False,Pontual,Sol,173
53b409e0-b4c4-43a8-b9e0-7397316e66fd,GOL,PT-WSX,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-05-25 21:42:28,0,False,Pontual,Sol,100
e53a4ea0-69f1-460f-a213-3f34c1859979,AZUL,PT-DNO,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-09-05 06:10:38,0,False,Pontual,Sol,131
5d7f08b1-05fb-49c0-9e31-3c8a8f0e6ddb,AZUL,PT-EEH,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-08-29 11:24:39,0,False,Pontual,Sol,122
6503ed6e-7e2b-476b-9162-fef633eda505,GOL,PT-GND,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-04-26 09:00:13,0,False,Pontual,Sol,156
f43d2271-2d29-49f4-baf4-c30bb14361f7,AZUL,PT-SHH,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-03-16 18:32:09,0,False,Pontual,Chuva,153
02316e81-e4a2-4750-aa2f-62e15de73582,LATAM,PT-GNO,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-07-08 02:18:47,0,False,Pontual,Sol,129
29d699b5-758f-4d69-86cd-0c5ad2883211,AZUL,PT-ZNZ,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-06-13 09:34:25,0,False,Pontual,Sol,118
e1106074-deeb-40e4-a44a-1c1bdd0f6a5a,LATAM,PT-ADW,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-09-14 13:27:27,0,False,Pontual,Sol,113
ce7f4176-ff53-4d56-a3e3-c850ff6fbde2,GOL,PT-AJN,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-01-24 13:09:35,0,False,Pontual,Sol,169
55fb7735-466d-49b2-87f4-f9c1892d3932,LATAM,PT-OYN,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-07-20 16:27:08,0,False,Pontual,Sol,148
756fb505-f6c0-4487-8400-65a17ce50f4e,AZUL,PT-PUY,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-04 14:14:22,92,False,Clima,Tempestade,152
0a1c0463-5b2d-4ad1-8aa0-6d1ce5faa8e5,AZUL,PT-KNW,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-06-14 15:32:50,0,False,Pontual,Sol,134
da94ca92-dbae-4e0e-891c-37cf5b7e637a,AZUL,PT-THV,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-02-20 18:53:51,0,False,Pontual,Sol,179
e815c458-21f2-426c-a7ff-1c222d6fa415,AZUL,PT-NAC,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-04-30 01:39:49,0,False,Pontual,Sol,154
2fe07877-ae0a-4917-9215-8c58c61d997e,AZUL,PT-NPK,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-11-25 21:17:14,0,False,Pontual,Chuva,152
16c2202d-2d82-4486-8159-21288d4ed682,GOL,PT-GVC,Boeing 737,180,GIG,Rio de Janeiro,RJ,GRU,Guarulhos,SP,2025-09-08 11:53:23,84,False,Clima,Tempestade,143
31d37b7d-cefd-424e-852b-153f4df2b81d,LATAM,PT-QQB,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-02-17 12:59:30,0,False,Pontual,Sol,139
7d7b6e07-1b0d-44d8-8b62-7867ebf642e9,GOL,PT-EZL,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-09-18 12:43:52,0,False,Pontual,Chuva,107
581b01eb-b08b-449f-be23-881dd1b69749,AZUL,PT-TMW,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-01-09 01:29:35,0,False,Pontual,Sol,156
48eb140a-1095-43ff-a1e6-4588e2b2e987,GOL,PT-COH,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-04-17 19:26:20,0,False,Pontual,Chuva,169
cf0ecbbc-cddb-4b35-90d6-53b2b13f8bd7,AZUL,PT-UFC,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-02-18 10:16:23,0,False,Pontual,Sol,133
470cd7aa-6b8b-42a7-b003-f030a9cd6d1e,LATAM,PT-BTV,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-05-28 12:50:49,165,False,Clima,Tempestade,136
4a135b2b-0b2a-4f10-9dd0-dcdfbecccb8e,LATAM,PT-RLW,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-01-01 17:18:01,0,False,Pontual,Sol,146
136d5cf8-1c8a-4fbb-82dc-264d70417fa2,GOL,PT-VXH,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-08-08 17:09:33,0,False,Pontual,Chuva,179
eaf8b5ae-473a-4b9b-a748-959b8e5fdd43,AZUL,PT-CRV,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-09-08 04:18:20,0,False,Pontual,Sol,174
88d98a27-dd96-41dd-90e2-9158c8fa47e9,LATAM,PT-VST,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-11-28 11:39:23,135,True,Clima,Tempestade,162
652cc406-35bc-4acb-963e-2375e16a3501,LATAM,PT-MFM,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-07-28 23:56:21,0,False,Pontual,Chuva,130
6ce0de3b-6d01-4f03-bf97-a9eeee05f04e,LATAM,PT-AUY,Boeing 737,180,BSB,Brasília,DF,GRU,Guarulhos,SP,2025-02-14 11:40:02,0,False,Pontual,Sol,120
8d5d78e1-9df3-4759-b0ad-b187f380f9e3,LATAM,PT-QWE,Boeing 737,180,GRU,Guarulhos,SP,BSB,Brasília,DF,2025-01-02 11:56:49,0,False,Pontual,Sol,163
d11f6ea6-ab4c-43f7-9c5e-406cd91e0173,GOL,PT-RIS,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-06-04 07:26:06,0,False,Pontual,Sol,178
c8adffeb-dde2-4534-a5f7-6d9d0722595e,LATAM,PT-MZO,Boeing 737,180,BSB,Brasília,DF,GIG,Rio de Janeiro,RJ,2025-09-13 04:25:43,0,False,Pontual,Chuva,180
602a39b6-24db-425b-affb-de625bfd0c2d,AZUL,PT-WYJ,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2025-07-13 21:38:45,0,False,Pontual,Sol,175
11ad6fd1-c80d-45f7-bd48-507b421fa48b,AZUL,PT-PAH,Boeing 737,180,GRU,Guarulhos,SP,GIG,Rio de Janeiro,RJ,2025-06-24 17:49:34,0,False,Pontual,Sol,179
15452e4c-0a31-42eb-bbdd-2958d1019290,AZUL,PT-UBE,Boeing 737,180,GIG,Rio de Janeiro,RJ,BSB,Brasília,DF,2024-12-16 10:18:45,0,False,Pontual,Chuva,134
